,State,Code,Count,#ofApplicants,#ofGrantees,ConversionRate,%ofApplicants,%ofGrantees,PatentCategory,PatentCategory%
195,Tennessee,TN,57688840,24000.0,19547.0,81.44583333333333,0.04160250058763532,0.03388350329110448,Electrical and Electronic Grantee,0.04663819999999996
196,Texas,TX,207811640,160106.0,131476.0,82.11809676089591,0.07704380755572691,0.06326690843689026,Electrical and Electronic Grantee,0.09974627000000012
197,Utah,UT,22153580,23764.0,18344.0,77.19239185322337,0.10726934427753888,0.08280377257310105,Electrical and Electronic Grantee,0.08858810000000004
198,Vermont,VT,6438820,9426.0,8402.0,89.13643114788881,0.14639328324133927,0.13048974812155023,Electrical and Electronic Grantee,0.45333570000000034
199,Virginia,VA,75175850,38807.0,30907.0,79.64284793980467,0.05162163114883304,0.041112937199911936,Electrical and Electronic Grantee,0.05778190000000002
200,Washington,WA,63082250,100850.0,82177.0,81.48438274665345,0.159870645070523,0.13026960832880882,Electrical and Electronic Grantee,0.11302489999999996
201,West Virginia,WV,16979390,3613.0,2906.0,80.43177414890673,0.021278738517697043,0.017114866906290507,Electrical and Electronic Grantee,0.013789400000000004
202,Wisconsin,WI,56197100,53314.0,46160.0,86.58138575233522,0.094869664092987,0.08213946983029373,Electrical and Electronic Grantee,0.11370109999999999
203,Wyoming,WY,5375670,1922.0,1516.0,78.87617065556711,0.03575368279674906,0.02820113585841393,Electrical and Electronic Grantee,0.029583200000000004
204,Alabama,AL,42178180,10572.0,8992.0,85.0548618993568,0.025065092898745277,0.02131908014997328,Mechanical Grantee,0.02867990000000003
205,Alaska,AK,6408880,1035.0,847.0,81.83574879227054,0.01614946761368601,0.01321603774762517,Mechanical Grantee,0.022708500000000003
206,Arizona,AZ,49827590,42810.0,35747.0,83.5015183368372,0.08591625643544068,0.07174137862176357,Mechanical Grantee,0.09558549999999996
207,Arkansas,AR,25234430,4843.0,3932.0,81.18934544703697,0.019192032473093312,0.015581885542887239,Mechanical Grantee,0.028404199999999998
208,California,CA,325561500,522238.0,444906.0,85.19219206568653,0.16041147371541167,0.13665805078303178,Mechanical Grantee,0.10257569999999992
209,Colorado,CO,46262210,53910.0,44420.0,82.39658690409942,0.11653139787312365,0.09601789451909021,Mechanical Grantee,0.08961199999999984
210,Connecticut,CT,34732300,52248.0,41252.0,78.95421834328586,0.15043057902874268,0.11877128782142271,Mechanical Grantee,0.18245500000000006
211,Delaware,DE,8317030,11101.0,8621.0,77.65967029997297,0.13347312682532106,0.10365479023160913,Mechanical Grantee,0.08302050000000007
212,District of Columbia,DC,5283940,2728.0,1871.0,68.58504398826979,0.05162814112196581,0.03540918329882625,Mechanical Grantee,0.020813900000000003
213,Florida,FL,169018300,67087.0,54657.0,81.47182017380416,0.03969215167825023,0.032337918438417615,Mechanical Grantee,0.04210576999999987
214,Georgia,GA,82197590,44126.0,34957.0,79.22086751575034,0.05368283911973575,0.04252801085773926,Mechanical Grantee,0.04648025999999996
215,Hawaii,HI,12794030,2674.0,1996.0,74.64472700074795,0.02090037306462467,0.015601026416226944,Mechanical Grantee,0.0180387
216,Idaho,ID,13437930,15340.0,13402.0,87.36636245110822,0.1141544865913128,0.09973262250956806,Mechanical Grantee,0.13464129999999996
217,Illinois,IL,121544440,104432.0,85496.0,81.86762678106328,0.08592083685605034,0.07034135004447756,Mechanical Grantee,0.10148618000000004
218,Indiana,IN,61772650,41912.0,34439.0,82.16978430998282,0.06784879716185076,0.055751210284810504,Mechanical Grantee,0.0967867000000001
219,Iowa,IA,29443520,17662.0,15792.0,89.41229758804212,0.059986034278510174,0.05363489148036647,Mechanical Grantee,0.09791480000000004
220,Kansas,KS,26810170,12402.0,11316.0,91.24334784712144,0.04625856531308828,0.042207863657709,Mechanical Grantee,0.0582095
221,Kentucky,KY,39051410,14431.0,11826.0,81.94858291178713,0.036953851346212596,0.030283157509549588,Mechanical Grantee,0.06108440000000009
222,Louisiana,LA,39131630,9137.0,7635.0,83.56134398599102,0.023349397916723632,0.019511070711851257,Mechanical Grantee,0.028347300000000013
223,Maine,ME,13310980,4895.0,3779.0,77.20122574055158,0.03677415186560268,0.028390095995937187,Mechanical Grantee,0.039046100000000014
224,Maryland,MD,54919690,46140.0,35096.0,76.06415257910707,0.08401358419903682,0.06390422087233195,Mechanical Grantee,0.062318799999999945
225,Massachusetts,MA,63522480,133595.0,104002.0,77.84872188330402,0.21031137323353874,0.16372471603753508,Mechanical Grantee,0.12315589999999997
226,Michigan,MI,96932190,105860.0,88904.0,83.98261855280559,0.10921036654593277,0.09171772555639153,Mechanical Grantee,0.28381400000000034
227,Minnesota,MN,51704680,84097.0,67370.0,80.10987312270355,0.16264871961300215,0.13029768291767788,Mechanical Grantee,0.15563169999999996
228,Mississippi,MS,25023530,4160.0,3393.0,81.5625,0.01662435315880693,0.013559238045151903,Mechanical Grantee,0.017073399999999996
229,Missouri,MO,55837550,25478.0,17732.0,69.59729963105424,0.04562879281057281,0.0317564076504073,Mechanical Grantee,0.041403700000000036
230,Montana,MT,9482230,3532.0,2733.0,77.37825594563986,0.037248621895904235,0.02882233398683643,Mechanical Grantee,0.047946000000000016
231,Nebraska,NE,17392120,5732.0,4918.0,85.79902302861132,0.03295745429539355,0.02827717380054875,Mechanical Grantee,0.046111300000000036
232,Nevada,NV,22791100,11026.0,8515.0,77.22655541447487,0.04837853372588422,0.0373610751565304,Mechanical Grantee,0.04467440000000003
233,New Hampshire,NH,13735650,18961.0,15646.0,82.51674489742102,0.13804224772762846,0.11390796940807316,Mechanical Grantee,0.1484451000000001
234,New Jersey,NJ,86379550,102578.0,82078.0,80.01520793932421,0.11875264457849109,0.09502017549292628,Mechanical Grantee,0.07514038999999993
235,New Mexico,NM,17174440,10085.0,9128.0,90.5106593951413,0.058720983042241846,0.053148748954842194,Mechanical Grantee,0.05939749999999997
236,New York,NY,176144920,156411.0,129000.0,82.47501774171894,0.08879677029573149,0.07323515205547795,Mechanical Grantee,0.10424970000000003
237,North Carolina,NC,83243880,62320.0,50293.0,80.70121951219512,0.07486436240117592,0.06041645343777825,Mechanical Grantee,0.05903053000000001
238,North Dakota,ND,6551100,2295.0,1878.0,81.83006535947712,0.035032284654485504,0.028666941429683564,Mechanical Grantee,0.08101829999999996
239,Ohio,OH,112500330,89188.0,75749.0,84.9318293940889,0.07927798967345251,0.0673322469365201,Mechanical Grantee,0.13147235999999987
240,Oklahoma,OK,32869340,12127.0,10490.0,86.50119567906324,0.03689456496540545,0.031914239835664486,Mechanical Grantee,0.04592349999999999
241,Oregon,OR,35467090,41836.0,35845.0,85.67979730375754,0.11795723866829784,0.10106552299610709,Mechanical Grantee,0.11111390000000003
242,Pennsylvania,PA,123951460,97902.0,77870.0,79.53872239586526,0.07898414427712266,0.0628229792533303,Mechanical Grantee,0.07318833000000009
243,Rhode Island,RI,10144350,7666.0,6508.0,84.89433863814246,0.07556915918713372,0.06415393790632225,Mechanical Grantee,0.08243910000000003
244,South Carolina,SC,40072000,18242.0,14516.0,79.57460804736323,0.04552305849470953,0.03622479536833699,Mechanical Grantee,0.06409079999999992
245,South Dakota,SD,7770970,2284.0,1888.0,82.66199649737302,0.029391440193437885,0.024295551263227112,Mechanical Grantee,0.05513150000000001
246,Tennessee,TN,57688840,24000.0,19547.0,81.44583333333333,0.04160250058763532,0.03388350329110448,Mechanical Grantee,0.0467936
247,Texas,TX,207811640,160106.0,131476.0,82.11809676089591,0.07704380755572691,0.06326690843689026,Mechanical Grantee,0.05239941999999995
248,Utah,UT,22153580,23764.0,18344.0,77.19239185322337,0.10726934427753888,0.08280377257310105,Mechanical Grantee,0.12466780000000004
249,Vermont,VT,6438820,9426.0,8402.0,89.13643114788881,0.14639328324133927,0.13048974812155023,Mechanical Grantee,0.11872329999999992
250,Virginia,VA,75175850,38807.0,30907.0,79.64284793980467,0.05162163114883304,0.041112937199911936,Mechanical Grantee,0.053187970000000015
251,Washington,WA,63082250,100850.0,82177.0,81.48438274665345,0.159870645070523,0.13026960832880882,Mechanical Grantee,0.1051528
252,West Virginia,WV,16979390,3613.0,2906.0,80.43177414890673,0.021278738517697043,0.017114866906290507,Mechanical Grantee,0.022420399999999983
253,Wisconsin,WI,56197100,53314.0,46160.0,86.58138575233522,0.094869664092987,0.08213946983029373,Mechanical Grantee,0.14179930000000024
254,Wyoming,WY,5375670,1922.0,1516.0,78.87617065556711,0.03575368279674906,0.02820113585841393,Mechanical Grantee,0.04262559999999999
255,Alabama,AL,42178180,10572.0,8992.0,85.0548618993568,0.025065092898745277,0.02131908014997328,Others Grantee,0.03599009999999998
256,Alaska,AK,6408880,1035.0,847.0,81.83574879227054,0.01614946761368601,0.01321603774762517,Others Grantee,0.0456163
257,Arizona,AZ,49827590,42810.0,35747.0,83.5015183368372,0.08591625643544068,0.07174137862176357,Others Grantee,0.07942489999999994
258,Arkansas,AR,25234430,4843.0,3932.0,81.18934544703697,0.019192032473093312,0.015581885542887239,Others Grantee,0.0335322
259,California,CA,325561500,522238.0,444906.0,85.19219206568653,0.16041147371541167,0.13665805078303178,Others Grantee,0.11795444999999992
260,Colorado,CO,46262210,53910.0,44420.0,82.39658690409942,0.11653139787312365,0.09601789451909021,Others Grantee,0.11274040000000005
261,Connecticut,CT,34732300,52248.0,41252.0,78.95421834328586,0.15043057902874268,0.11877128782142271,Others Grantee,0.14920709999999998
262,Delaware,DE,8317030,11101.0,8621.0,77.65967029997297,0.13347312682532106,0.10365479023160913,Others Grantee,0.1297952
263,District of Columbia,DC,5283940,2728.0,1871.0,68.58504398826979,0.05162814112196581,0.03540918329882625,Others Grantee,0.03818400000000001
264,Florida,FL,169018300,67087.0,54657.0,81.47182017380416,0.03969215167825023,0.032337918438417615,Others Grantee,0.056793349999999965
265,Georgia,GA,82197590,44126.0,34957.0,79.22086751575034,0.05368283911973575,0.04252801085773926,Others Grantee,0.07194056999999986
266,Hawaii,HI,12794030,2674.0,1996.0,74.64472700074795,0.02090037306462467,0.015601026416226944,Others Grantee,0.0269156
267,Idaho,ID,13437930,15340.0,13402.0,87.36636245110822,0.1141544865913128,0.09973262250956806,Others Grantee,0.10231549999999998
268,Illinois,IL,121544440,104432.0,85496.0,81.86762678106328,0.08592083685605034,0.07034135004447756,Others Grantee,0.1224619999999999
269,Indiana,IN,61772650,41912.0,34439.0,82.16978430998282,0.06784879716185076,0.055751210284810504,Others Grantee,0.08693049999999994
270,Iowa,IA,29443520,17662.0,15792.0,89.41229758804212,0.059986034278510174,0.05363489148036647,Others Grantee,0.12289840000000009
271,Kansas,KS,26810170,12402.0,11316.0,91.24334784712144,0.04625856531308828,0.042207863657709,Others Grantee,0.08180869999999994
272,Kentucky,KY,39051410,14431.0,11826.0,81.94858291178713,0.036953851346212596,0.030283157509549588,Others Grantee,0.052616399999999994
273,Louisiana,LA,39131630,9137.0,7635.0,83.56134398599102,0.023349397916723632,0.019511070711851257,Others Grantee,0.05959269999999995
274,Maine,ME,13310980,4895.0,3779.0,77.20122574055158,0.03677415186560268,0.028390095995937187,Others Grantee,0.05270190000000007
275,Maryland,MD,54919690,46140.0,35096.0,76.06415257910707,0.08401358419903682,0.06390422087233195,Others Grantee,0.059867899999999974
276,Massachusetts,MA,63522480,133595.0,104002.0,77.84872188330402,0.21031137323353874,0.16372471603753508,Others Grantee,0.1416031999999999
277,Michigan,MI,96932190,105860.0,88904.0,83.98261855280559,0.10921036654593277,0.09171772555639153,Others Grantee,0.14820350000000004
278,Minnesota,MN,51704680,84097.0,67370.0,80.10987312270355,0.16264871961300215,0.13029768291767788,Others Grantee,0.1974511
279,Mississippi,MS,25023530,4160.0,3393.0,81.5625,0.01662435315880693,0.013559238045151903,Others Grantee,0.031201300000000022
280,Missouri,MO,55837550,25478.0,17732.0,69.59729963105424,0.04562879281057281,0.0317564076504073,Others Grantee,0.0572828
281,Montana,MT,9482230,3532.0,2733.0,77.37825594563986,0.037248621895904235,0.02882233398683643,Others Grantee,0.06388000000000003
282,Nebraska,NE,17392120,5732.0,4918.0,85.79902302861132,0.03295745429539355,0.02827717380054875,Others Grantee,0.056149799999999986
283,Nevada,NV,22791100,11026.0,8515.0,77.22655541447487,0.04837853372588422,0.0373610751565304,Others Grantee,0.13597259999999983
284,New Hampshire,NH,13735650,18961.0,15646.0,82.51674489742102,0.13804224772762846,0.11390796940807316,Others Grantee,0.1531115999999999
285,New Jersey,NJ,86379550,102578.0,82078.0,80.01520793932421,0.11875264457849109,0.09502017549292628,Others Grantee,0.09656892999999994
286,New Mexico,NM,17174440,10085.0,9128.0,90.5106593951413,0.058720983042241846,0.053148748954842194,Others Grantee,0.0619493
287,New York,NY,176144920,156411.0,129000.0,82.47501774171894,0.08879677029573149,0.07323515205547795,Others Grantee,0.08976699000000006
288,North Carolina,NC,83243880,62320.0,50293.0,80.70121951219512,0.07486436240117592,0.06041645343777825,Others Grantee,0.07814912999999997
289,North Dakota,ND,6551100,2295.0,1878.0,81.83006535947712,0.035032284654485504,0.028666941429683564,Others Grantee,0.06285410000000002
290,Ohio,OH,112500330,89188.0,75749.0,84.9318293940889,0.07927798967345251,0.0673322469365201,Others Grantee,0.12218021
291,Oklahoma,OK,32869340,12127.0,10490.0,86.50119567906324,0.03689456496540545,0.031914239835664486,Others Grantee,0.09773520000000012
292,Oregon,OR,35467090,41836.0,35845.0,85.67979730375754,0.11795723866829784,0.10106552299610709,Others Grantee,0.10257670000000003
293,Pennsylvania,PA,123951460,97902.0,77870.0,79.53872239586526,0.07898414427712266,0.0628229792533303,Others Grantee,0.09142092000000004
294,Rhode Island,RI,10144350,7666.0,6508.0,84.89433863814246,0.07556915918713372,0.06415393790632225,Others Grantee,0.12218650000000002
295,South Carolina,SC,40072000,18242.0,14516.0,79.57460804736323,0.04552305849470953,0.03622479536833699,Others Grantee,0.08206879999999975
296,South Dakota,SD,7770970,2284.0,1888.0,82.66199649737302,0.029391440193437885,0.024295551263227112,Others Grantee,0.0633301
297,Tennessee,TN,57688840,24000.0,19547.0,81.44583333333333,0.04160250058763532,0.03388350329110448,Others Grantee,0.06421380000000002
298,Texas,TX,207811640,160106.0,131476.0,82.11809676089591,0.07704380755572691,0.06326690843689026,Others Grantee,0.11181344999999993
299,Utah,UT,22153580,23764.0,18344.0,77.19239185322337,0.10726934427753888,0.08280377257310105,Others Grantee,0.14592180000000002
300,Vermont,VT,6438820,9426.0,8402.0,89.13643114788881,0.14639328324133927,0.13048974812155023,Others Grantee,0.10125640000000001
301,Virginia,VA,75175850,38807.0,30907.0,79.64284793980467,0.05162163114883304,0.041112937199911936,Others Grantee,0.057442840000000085
302,Washington,WA,63082250,100850.0,82177.0,81.48438274665345,0.159870645070523,0.13026960832880882,Others Grantee,0.13108340000000007
303,West Virginia,WV,16979390,3613.0,2906.0,80.43177414890673,0.021278738517697043,0.017114866906290507,Others Grantee,0.029168500000000017
304,Wisconsin,WI,56197100,53314.0,46160.0,86.58138575233522,0.094869664092987,0.08213946983029373,Others Grantee,0.16327710000000023
305,Wyoming,WY,5375670,1922.0,1516.0,78.87617065556711,0.03575368279674906,0.02820113585841393,Others Grantee,0.08171459999999998
306,Alabama,AL,42178180,10572.0,8992.0,85.0548618993568,0.025065092898745277,0.02131908014997328,Design and Plant Grantee,0.015918200000000007
307,Alaska,AK,6408880,1035.0,847.0,81.83574879227054,0.01614946761368601,0.01321603774762517,Design and Plant Grantee,0.018800499999999994
308,Arizona,AZ,49827590,42810.0,35747.0,83.5015183368372,0.08591625643544068,0.07174137862176357,Design and Plant Grantee,0.034863199999999976
309,Arkansas,AR,25234430,4843.0,3932.0,81.18934544703697,0.019192032473093312,0.015581885542887239,Design and Plant Grantee,0.020980500000000003
310,California,CA,325561500,522238.0,444906.0,85.19219206568653,0.16041147371541167,0.13665805078303178,Design and Plant Grantee,0.06464264999999995
311,Colorado,CO,46262210,53910.0,44420.0,82.39658690409942,0.11653139787312365,0.09601789451909021,Design and Plant Grantee,0.04991440000000002
312,Connecticut,CT,34732300,52248.0,41252.0,78.95421834328586,0.15043057902874268,0.11877128782142271,Design and Plant Grantee,0.07157189999999997
313,Delaware,DE,8317030,11101.0,8621.0,77.65967029997297,0.13347312682532106,0.10365479023160913,Design and Plant Grantee,0.0320758
314,District of Columbia,DC,5283940,2728.0,1871.0,68.58504398826979,0.05162814112196581,0.03540918329882625,Design and Plant Grantee,0.013036099999999993
315,Florida,FL,169018300,67087.0,54657.0,81.47182017380416,0.03969215167825023,0.032337918438417615,Design and Plant Grantee,0.030766870000000005
316,Georgia,GA,82197590,44126.0,34957.0,79.22086751575034,0.05368283911973575,0.04252801085773926,Design and Plant Grantee,0.032699619999999964
317,Hawaii,HI,12794030,2674.0,1996.0,74.64472700074795,0.02090037306462467,0.015601026416226944,Design and Plant Grantee,0.0147288
318,Idaho,ID,13437930,15340.0,13402.0,87.36636245110822,0.1141544865913128,0.09973262250956806,Design and Plant Grantee,0.03354120000000001
319,Illinois,IL,121544440,104432.0,85496.0,81.86762678106328,0.08592083685605034,0.07034135004447756,Design and Plant Grantee,0.061412819999999944
320,Indiana,IN,61772650,41912.0,34439.0,82.16978430998282,0.06784879716185076,0.055751210284810504,Design and Plant Grantee,0.03631409999999999
321,Iowa,IA,29443520,17662.0,15792.0,89.41229758804212,0.059986034278510174,0.05363489148036647,Design and Plant Grantee,0.030974899999999965
322,Kansas,KS,26810170,12402.0,11316.0,91.24334784712144,0.04625856531308828,0.042207863657709,Design and Plant Grantee,0.038979100000000017
323,Kentucky,KY,39051410,14431.0,11826.0,81.94858291178713,0.036953851346212596,0.030283157509549588,Design and Plant Grantee,0.021422299999999995
324,Louisiana,LA,39131630,9137.0,7635.0,83.56134398599102,0.023349397916723632,0.019511070711851257,Design and Plant Grantee,0.011701100000000006
325,Maine,ME,13310980,4895.0,3779.0,77.20122574055158,0.03677415186560268,0.028390095995937187,Design and Plant Grantee,0.0140534
326,Maryland,MD,54919690,46140.0,35096.0,76.06415257910707,0.08401358419903682,0.06390422087233195,Design and Plant Grantee,0.024781999999999988
327,Massachusetts,MA,63522480,133595.0,104002.0,77.84872188330402,0.21031137323353874,0.16372471603753508,Design and Plant Grantee,0.058683699999999984
328,Michigan,MI,96932190,105860.0,88904.0,83.98261855280559,0.10921036654593277,0.09171772555639153,Design and Plant Grantee,0.04889433999999996
329,Minnesota,MN,51704680,84097.0,67370.0,80.10987312270355,0.16264871961300215,0.13029768291767788,Design and Plant Grantee,0.07369939999999993
330,Mississippi,MS,25023530,4160.0,3393.0,81.5625,0.01662435315880693,0.013559238045151903,Design and Plant Grantee,0.012256899999999994
331,Missouri,MO,55837550,25478.0,17732.0,69.59729963105424,0.04562879281057281,0.0317564076504073,Design and Plant Grantee,0.025728500000000005
332,Montana,MT,9482230,3532.0,2733.0,77.37825594563986,0.037248621895904235,0.02882233398683643,Design and Plant Grantee,0.02425339999999999
333,Nebraska,NE,17392120,5732.0,4918.0,85.79902302861132,0.03295745429539355,0.02827717380054875,Design and Plant Grantee,0.01686099999999999
334,Nevada,NV,22791100,11026.0,8515.0,77.22655541447487,0.04837853372588422,0.0373610751565304,Design and Plant Grantee,0.03786299999999996
335,New Hampshire,NH,13735650,18961.0,15646.0,82.51674489742102,0.13804224772762846,0.11390796940807316,Design and Plant Grantee,0.049732299999999986
336,New Jersey,NJ,86379550,102578.0,82078.0,80.01520793932421,0.11875264457849109,0.09502017549292628,Design and Plant Grantee,0.04750050999999998
337,New Mexico,NM,17174440,10085.0,9128.0,90.5106593951413,0.058720983042241846,0.053148748954842194,Design and Plant Grantee,0.012058799999999996
338,New York,NY,176144920,156411.0,129000.0,82.47501774171894,0.08879677029573149,0.07323515205547795,Design and Plant Grantee,0.04065183000000002
339,North Carolina,NC,83243880,62320.0,50293.0,80.70121951219512,0.07486436240117592,0.06041645343777825,Design and Plant Grantee,0.03445313999999999
340,North Dakota,ND,6551100,2295.0,1878.0,81.83006535947712,0.035032284654485504,0.028666941429683564,Design and Plant Grantee,0.025140700000000005
341,Ohio,OH,112500330,89188.0,75749.0,84.9318293940889,0.07927798967345251,0.0673322469365201,Design and Plant Grantee,0.06764980999999998
342,Oklahoma,OK,32869340,12127.0,10490.0,86.50119567906324,0.03689456496540545,0.031914239835664486,Design and Plant Grantee,0.018790100000000004
343,Oregon,OR,35467090,41836.0,35845.0,85.67979730375754,0.11795723866829784,0.10106552299610709,Design and Plant Grantee,0.06811349999999997
344,Pennsylvania,PA,123951460,97902.0,77870.0,79.53872239586526,0.07898414427712266,0.0628229792533303,Design and Plant Grantee,0.03382388999999997
345,Rhode Island,RI,10144350,7666.0,6508.0,84.89433863814246,0.07556915918713372,0.06415393790632225,Design and Plant Grantee,0.0763207
346,South Carolina,SC,40072000,18242.0,14516.0,79.57460804736323,0.04552305849470953,0.03622479536833699,Design and Plant Grantee,0.027043399999999957
347,South Dakota,SD,7770970,2284.0,1888.0,82.66199649737302,0.029391440193437885,0.024295551263227112,Design and Plant Grantee,0.016396900000000002
348,Tennessee,TN,57688840,24000.0,19547.0,81.44583333333333,0.04160250058763532,0.03388350329110448,Design and Plant Grantee,0.026785100000000027
349,Texas,TX,207811640,160106.0,131476.0,82.11809676089591,0.07704380755572691,0.06326690843689026,Design and Plant Grantee,0.02206958
350,Utah,UT,22153580,23764.0,18344.0,77.19239185322337,0.10726934427753888,0.08280377257310105,Design and Plant Grantee,0.05477750000000004
351,Vermont,VT,6438820,9426.0,8402.0,89.13643114788881,0.14639328324133927,0.13048974812155023,Design and Plant Grantee,0.03371579999999999
352,Virginia,VA,75175850,38807.0,30907.0,79.64284793980467,0.05162163114883304,0.041112937199911936,Design and Plant Grantee,0.019423559999999992
353,Washington,WA,63082250,100850.0,82177.0,81.48438274665345,0.159870645070523,0.13026960832880882,Design and Plant Grantee,0.05465130000000004
354,West Virginia,WV,16979390,3613.0,2906.0,80.43177414890673,0.021278738517697043,0.017114866906290507,Design and Plant Grantee,0.007869399999999997
355,Wisconsin,WI,56197100,53314.0,46160.0,86.58138575233522,0.094869664092987,0.08213946983029373,Design and Plant Grantee,0.08708480000000007
356,Wyoming,WY,5375670,1922.0,1516.0,78.87617065556711,0.03575368279674906,0.02820113585841393,Design and Plant Grantee,0.02123749999999999
